name,logo,web_url,description,High school type,address,phone,email
ehb - Evangelical University of Berlin,https://static.studycheck.de/media/images/institute_logos/rectangle/ehb/ehb.jpg,,,,ehb - Evangelische Hochschule Berlin Teltower Damm 118-122 14167 Berlin,,
University of Düsseldorf,https://static.studycheck.de/media/images/institute_logos/rectangle/hsduesseldorf/hsduesseldorf.png,https://hs-duesseldorf.de?utm_source=StudyCheck&utm_campaign=StudyCheck&utm_medium=Premiumprofil-Hochschule,"The Düsseldorf (HSD) University of Applied Sciences was founded on August 1, 1971.With around 11,000 students, approx. 200 professors as well as around 600 scientific and non-scientific staff, the Düsseldorf University of Applied Sciences is one of the largest universities in North Rhine-Westphalia.HSD includes the departments of architecture, design, electrical & information technology, mechanical engineering & process technology, media, social and cultural studies and economics.",State university,Hochschule Düsseldorf Münsterstraße 156 40476 Düsseldorf,+49 (0)211 4351-5555,studienberatung@hs-duesseldorf.de
NORTH ACADEMY,https://static.studycheck.de/media/images/institute_logos/rectangle/nordakademie/64b52ea9b6bc6_na-logo-positiv-subline-na-blue-rgb-72dpi.png,https://www.nordakademie.de/?utm_campaign=nordakademie&utm_source=studycheck,"The Nordakademie is Called the University of Business for Good Reason: For more than 30 years, the Nordakademie and Its Partners Have Been Training Ambitious People In The Most Economical Sought-After Professions.As a non-profit stock corporation, the north academy is direct-supported by the renowned company with which it is usual so works.The Practice-Oriented Courses Score Points with Outstanding Study Conditions and a High Success Rate.2 Locations, 1 Recipe for Success: Theoretical Part of the Dual Bachelor's Degree Courses Takes Place on the Sustainability Campus in Elmshorn, Schleswig-Holstein, Right on the Outskirts of Hamburg.The Practical Part Is Completed at the Partner Companies.The Part-Time Master's Degree and Further Training Courses Are Located On The Nordakademie Campus Hamburg.This is located on the 5th Floor of Hamburg's Dockland, Directly in the Altona Fishing Port.",,NORDAKADEMIE Van-der-Smissen-Straße 9 22767 Hamburg,+49 (0)40 554 387 300,master-office@nordakademie.de
Uni Heidelberg,https://static.studycheck.de/media/images/institute_logos/rectangle/uni-heidelberg/uni-heidelberg.jpg,,,State University,Uni Heidelberg Grabengasse 1 69117 Heidelberg,,
OTH Regensburg,https://static.studycheck.de/media/images/institute_logos/rectangle/hs-regensburg/OTH_Logo1.png,http://www.oth-regensburg.de?utm_source=StudyCheck&utm_campaign=StudyCheck&utm_medium=Premiumprofil-Hochschule,"Very close to the practice and the current social challenges: OTH Regensburg is one of the largest universities for applied sciences in Bavaria and offers more than 50 courses.Environmental and climate protection, responsible use of artificial intelligence, mobility and living of the future, efficient production processes, care and social work: OTH Regensburg sees itself as an engine for innovative strength and prepares its students for exciting activities in future-oriented professional fields.",State university,OTH Regensburg Seybothstraße 2 93053 Regensburg,+49 (0)941 943-02,poststelle@oth-regensburg.de
Schwetzingen University of Applied Sciences,https://www.studycheck.de/media/images/institute_logos/rectangle/hfr-schwetzingen/fh-schwetzingen1.PNG,,,State university,Hochschule für Rechtspflege Schwetzingen Karlsruher Straße 2 68723 Schwetzingen,,
Uni Duisburg-Essen,https://static.studycheck.de/media/images/institute_logos/rectangle/uni-due/uni-due.jpg,,"The University of Duisburg-Essen (UDE), founded in 2003, is one of the ten largest universities in Germany.It has a broad, internationally oriented spectrum of the humanities and social sciences to economics to engineering and natural sciences, including medicine.But the university also offers professionals several attractive courses that take the individual learning pace into account by integrated elearning processes.Profile focuses on the nanosciences, empirical educational research, medical biotechnology, urban systems and the change in the contemporary companies.",State University,Uni Duisburg-Essen Universitätsstraße 2 45141 Essen,,
University of Siegen,https://static.studycheck.de/media/images/institute_logos/rectangle/uni-siegen/663b64e32f83c_unis-dachmarke-rgb-kopie.png,http://www.uni-siegen.de?utm_source=StudyCheck&utm_campaign=StudyCheck&utm_medium=Premiumprofil-Hochschule,"The University of Siegen is an interdisciplinary research university.It is firmly rooted in the South Westphalia region and is widely networked nationally and internationally.With her research and teaching, she would like to contribute to a future that is geared towards people and shaped by responsibility for society.This is expressed in the guiding principle of the University of Siegen: Future human.",State University,Uni Siegen Adolf-Reichwein-Straße 2a 57068 Siegen,+49 271 740-2712,info.studienberatung@zsb.uni-siegen.de
University of Trier,https://static.studycheck.de/media/images/institute_logos/rectangle/uni-trier/uni-trier_rectangle.png,,"The University of Trier has an unmistakable profile.In addition to numerous courses in humanities, social and language sciences, it also offers interesting subjects in the areas of environment, MINT and digitization.This also includes highly specialized courses that can only be studied at a few universities in Germany.Clinically oriented psychology and space and environmental sciences are among the largest institutions of its kind in Germany. With over 11,000 students, the University of Trier is among the medium-sized universities in Germany.A good care relationship between professors and lecturers to the students is the rule, direct contact and short distances shape the everyday life of the students.On the beautiful and green campus there are only a few minutes' walk on the beautiful and green campus, library and lake or cafeteria and gym.This gives students the opportunity to optimally combine study and leisure.",State University,Uni Trier Universitätsring 15 54296 Trier,,
HBK - Essen University of Fine Arts,https://static.studycheck.de/media/images/institute_logos/rectangle/hbk-essen/hbk-essen-3.png,http://hbk-essen.de/?utm_source=StudyCheck&utm_campaign=StudyCheck&utm_medium=Premiumprofil-Hochschule,"The HBK Essen is a state-recognized private art college in the heart of North Rhine-Westphalia with the locations of Essen and Wuppertal.With us, people with artistic or design suitability can complete an art or design studies regardless of their origin and age.As a young institution, the HBK Essen focuses on innovative teaching concepts, internationalization and the reflected use of the latest digital technologies.",Private university,HBK - Hochschule der bildenden Künste Essen Prinz-Friedrich-Str. 28 A 45257 Essen,+49 (0)201 / 95 98 98 00,mail@hbk-essen.de
mw – University of Music and Performing Arts Vienna,https://static.studycheck.de/media/images/institute_logos/rectangle/mdw-wien/mdw_rectangl.png,,"The MDW - University of Music and Performing Arts Vienna is one of the world's Largest and Most Renowned Universities for Music, Theater and Film.Over 3,000 Students from More than 70 Countries Enjoy their Education in 115 Courses in the fields of music, performing arts, science, research and education.The MDW's 25 Institutes Include The Max Reinhardt Seminar and the Vienna Film Academy.",,mdw – Universität für Musik und darstellende Kunst Wien Anton-von-Webern-Platz 1 1030 Wien,,
Mittweida University of Applied Sciences,https://static.studycheck.de/media/images/institute_logos/rectangle/hs-mittweida/hs-mittweida_rectangle.png,https://www.hs-mittweida.de/?utm_source=StudyCheck&utm_campaign=StudyCheck&utm_medium=Premiumprofil-Hochschule,"The Mittweida University of Applied Sciences includes the faculties of engineering, applied computers and organic sciences, industrial engineering, social work and the media. The university was founded in 1865 as a technical center.",State university,Hochschule Mittweida Technikumplatz 17 09648 Mittweida,+49 (0)3727 581309,studienberatung@hs-mittweida.de
IBS IT & Business School Oldenburg,https://static.studycheck.de/media/images/institute_logos/rectangle/ba-oldenburg/ba-oldenburg.jpg,,,Private university,IBS IT & Business School Oldenburg Industriestr. 6 26121 Oldenburg (Oldenburg),,
FH of bfi Vienna,https://static.studycheck.de/media/images/institute_logos/rectangle/bfi-wien/bfi-wien_rectangle.png,https://www.fh-vie.ac.at/de?utm_source=StudyCheck&utm_campaign=StudyCheck&utm_medium=Premiumprofil-Hochschule,"The FH of the BFI Vienna, University of Economics, Management and Finance, has been standing for quality and reliable education in the field of economics with a European orientation for more than 25 years. For 15 years, the University of Applied Sciences also offers further training courses at a higher -school level.",Private university,FH des bfi Wien Wohlmutstraße 22 1020 Wien,,
Dresden International University (DIU),https://static.studycheck.de/media/images/institute_logos/rectangle/diu-dresden/65a660e5d65b0_diu-logo-2018-ohne-tu.jpg,,"The Dresden International University (DIU)- the further training university of the TU Dresden- stands for practical interdisciplinary bachelor and master's programs in the areas of health sciences and medicine, nature and engineering, law, cultural and social sciences as well as logistics and corporate management.The need for the economy develops and is aimed at trainees with university entrance qualifications as well as working and professional specialists and managers from home and abroad.",Private university,,,
University of Frankfurt (Oder),https://static.studycheck.de/media/images/institute_logos/rectangle/europa-uni/europa-uni.jpg,https://www.europa-uni.de/de/index.html?utm_source=StudyCheck&utm_campaign=StudyCheck&utm_medium=Premiumprofil-Hochschule,"The Viadrina is located in the middle of Europe - internationality is its trademark.Students and teachers come from over 100 countries, foreign language offers in the language center and stays abroad at one of the approximately 250 partner universities are a matter of course.In the courses of legal, economics and cultural studies, European and international aspects of law, economy and culture play a special role.Career planning.The Viadrina is a place where you can acquire your degrees and support you can prepare your career by a Career Center. Welcome to the Viadrina family!",State University,Uni Frankfurt (Oder) Große Scharrnstraße 59 15230 Frankfurt (Oder),+49 (0)335 5534 4444,study@europa-uni.de
Charité,https://static.studycheck.de/media/images/institute_logos/rectangle/charite/charite.jpg,,"The Charité is a famous and traditional hospital in Berlin.Founded as a plague house in 1710, the Charité added the university clinic after the foundation of the Berlin Friedrich-Wilhelms-Universität 1810 and became a significant teaching and research center.Since 2003, the medical faculties of the Humboldt and Free University of Berlin have been united under the name Charité- University Medicine Berlin.With 3,200 beds and 8,500 students, the Charité is the largest university clinic in Europe.",State University,Charité Charitéplatz 1 10117 Berlin,,
Technical University of East Westphalia-Lippe,https://static.studycheck.de/media/images/institute_logos/rectangle/th-owl/th-owl_rectangle.png,https://www.th-owl.de/?utm_source=StudyCheck&utm_campaign=StudyCheck&utm_medium=Premiumprofil-Hochschule,"The Technical University of Ostwestfalen-Lippe (TH OWL) offers more than 50 bachelor and master's programs at its locations Lemgo, Detmold and Höxter.In its wide range of subjects, the TH OWL relies on a practice -oriented course.Several degrees and nationwide unique selling points have, the currently over 6,100 students can also gain practical experience and key qualifications in addition to studying in initiatives and projects: from racing team to campus radio.At all three university locations and cities there are numerous parties and events -for and from students.",State university,Technische Hochschule Ostwestfalen-Lippe Campusallee 12 32657 Lemgo,+49 (0)5261 702-0,marketing@th-owl.de
Karlsruhe University of Education (PHKA),https://static.studycheck.de/media/images/institute_logos/rectangle/ph-karlsruhe/phka_rectangle.jpg,https://www.ph-karlsruhe.de/?utm_source=StudyCheck&utm_campaign=StudyCheck&utm_medium=Premiumprofil-Hochschule,"As a university of education with doctoral and habilitation rights, researched the Karlsruhe University of Education (PhKA) on school and extra-curricular education processes.Their distinctive profile shape the focus on education in democratic society, educational processes in the digital world and MINT in a culture of sustainability.Around 220 work in science around 3,600 students.The range of courses includes teaching courses for primary level and secondary level I as well as bachelor and master's programs for other fields of education.The part -time training opportunities are characterized by their special proximity to research and practice.",State University,Pädagogische Hochschule Karlsruhe (PHKA) Bismarckstraße 10 76133 Karlsruhe,+49 (0)721 925-3,poststelle@ph-karlsruhe.de
Charlotte Fresenius University,https://static.studycheck.de/media/images/institute_logos/rectangle/cfh/cfh_Logo_rectangle.png,https://www.charlotte-fresenius-uni.de/?crmid=bBbZabNcHaAaAa,"The Charlotte Fresenius University is part of the educational family of the Fresenius University of Applied Sciences.In 1848 Carl Remigius Fresenius founded the Fresenius chemical laboratory, in which the training of young specialists played an important role from the start.In this educational tradition there is the Charlotte Fresenius University, which was founded in 2021 as a scientific and university -equal university.The psychology course (B.Sc.) is also recognized and accredited by the state.",Private university,Charlotte Fresenius Hochschule Infanteriestr. 11a 80797 München,studienberatung-muenchen@charlotte-fresenius-uni.de,
University of Health,https://static.studycheck.de/media/images/institute_logos/rectangle/hs-gesundheit/hs_gesundheit_rectangle.png,https://www.hs-gesundheit.de/?utm_source=StudyCheck&utm_campaign=StudyCheck&utm_medium=Premiumprofil-Hochschule,"The Health University of Health is the first state university for health professions in Germany and is entitled to be the leading educational institution for health in Germany.In 2009 with five courses of study, over 1,900 students study today in a variety of and innovative bachelor and master programs.Our range of courses actively includes current topics such as digitization in the health sector, sustainability and diversity.We are a university with a personal atmosphere: With around 60 professors and a large number of research assistants, we guarantee excellent support.Our students have high -quality equipment at an international level.Special-specific skills labs on practical skills acquisition, computer rooms as well as communication and movement laboratories ensure excellent study conditions.In addition, numerous collaborations with different institutions of the supply practice offer ideal conditions for practical study phases at home and abroad.",State university,Hochschule für Gesundheit Gesundheitscampus 6 - 8 44801 Bochum,+49 (0) 234 77727 399,info@hs-gesundheit.de
University of Applied Sciences Güstrow,https://static.studycheck.de/media/images/institute_logos/rectangle/fhoevpr/fhoevpr.jpg,,"The University of Applied Sciences for Public Administration, Police and Administration of Administration of the State of Mecklenburg-Western Pomerania in Güstrow sees itself as the center for studying and training and training of the public service in Mecklenburg-Western Pomerania.It is a university in accordance with the State High School Act.With a view to the specific needs of public administration and administrative economic areas, she rounds off the university landscape of the state of Mecklenburg-Western Pomerania.",State university,FH Güstrow Goldberger Str. 12-13 18273 Güstrow,,
Ewersbach Theological College,https://static.studycheck.de/media/images/institute_logos/rectangle/the/the.jpg,,,Private university,Theologische Hochschule Ewersbach Jahnstraße 49-53 35716 Dietzhölztal,,
Wiesbaden Academy of Administration and Economics,https://static.studycheck.de/media/images/institute_logos/rectangle/vwa-wiesbaden/vwa-wiesbaden.jpg,,,,Verwaltungs- und Wirtschafts-Akademie Wiesbaden Friedrichstraße 5 65185 Wiesbaden,,
KIT,https://static.studycheck.de/media/images/institute_logos/rectangle/kit-karlsruhe/kit-karlsruhe.jpg,http://kit.edu?utm_source=StudyCheck&utm_campaign=StudyCheck&utm_medium=Premiumprofil-Hochschule,"On October 1, 2009, the Karlsruhe Institute of Technology (KIT) was founded as a merger of the Karlsruhe Research Center and the University of Karlsruhe. In Kit, the missions of the two forerunner institutions combine: a university in sovereignty with tasks in teaching and research and a large research facilitythe Helmholtz community with program-oriented pension research on behalf of the state.Within these missions, the KIT positions itself along the 3 strategic fields of action, teaching and innovation.",State University,KIT Kaiserstraße 12 76131 Karlsruhe,+49 (0)721 608-0,info@kit.edu
HFM - University of Music Detmold,https://static.studycheck.de/media/images/institute_logos/rectangle/hfm-detmold/hfm-detmold.jpg,,"The University of Music Detmold combines artistic, educational and scientific competence at a high level as a full university.The yardstick of all musical work is artistic excellence.This radiates internationally and also works in the sense of a central cultural provision in the city and region.The university courses enable students to provide individual priorities and thus promote their strengths.",State university,HFM - Hochschule für Musik Detmold Neustadt 22 32756 Detmold,,
THGA Bochum,https://static.studycheck.de/media/images/institute_logos/rectangle/thga-bochum/tfh-bochum.jpg,https://www.thga.de/?utm_source=StudyCheck&utm_campaign=StudyCheck&utm_medium=Premiumprofil-Hochschule,"Around 2,400 Students Are Currently Studying Full-Time Or Part-Time at the Georg Agricola University of Applied Sciences.The future-oriented educational institution is located in Bochum, in the Heart of the Ruhr region.It has a long tradition of Imparting the Latest Engineering know-how to Young People in Application Oriented Courses.Around 80 Percent of all theses deal with specify applications in Companies and Initiate Improvements.",,THGA Bochum Herner Straße 45 44787 Bochum,+49 (0)234 968-02,
Erfurt University of Applied Sciences,https://static.studycheck.de/media/images/institute_logos/rectangle/fh-erfurt/fh-erfurt.jpg,https://www.fh-erfurt.de?utm_source=StudyCheck&utm_campaign=StudyCheck&utm_medium=Premiumprofil-Hochschule,"Founded in 1991, the Erfurt University of Applied Sciences is a Family-Run University with Over 4,000 Students and One of Two State Universities in the Thuringian Capital.Intensive contact between Students and Teachers is a Hallmark of Student Training, as is Strong Interdisciplinary and Project-Oriented Cooperation between All Area.Numerous contacts with company and institutions i.e. Offer Students Close Practical Experience and Ensure A Quick Start To Their Careers After Completing Their Studies.",,Fachhochschule Erfurt Altonaer Straße 25 99085 Erfurt,+49 (0)361 6700-0,beratung@fh-erfurt.de
Nuremberg University of Applied Sciences,https://static.studycheck.de/media/images/institute_logos/rectangle/th-nuernberg/th-nuenberg_rectangle.jpg,https://www.th-nuernberg.de/,"With over 12,000 students, the Technical University of Nuremberg is one of the largest universities of its kind nationwide. It develops ideas for the world of today and tomorrow and researches the key questions of our society.The broad and practice -oriented range of courses is dedicated to the technical, economic, social and design challenges of our time and opens up excellent career prospects for graduates.Twelve faculties offer accredited bachelor and master's programs, as well as further training courses for working, offers with a certificate degree and dual study variants. As one of the most research-active and third-class high schools, TH Nuremberg is an important innovation engine for the Nuremberg metropolitan region and maintains excellent contact.With 160 university partnerships all over the world, the university is also active as a ""global player"".",State university,TH Nürnberg Keßlerplatz 12 90489 Nürnberg,+49 (0)911 5880 - 4114,studienstart@th-nuernberg.de
Dortmund University of Applied Sciences,https://static.studycheck.de/media/images/institute_logos/rectangle/fh-dortmund/fh-dortmund.jpg,https://www.fh-dortmund.de/?mtm_campaign=Passt-WS24%2F25-studycheck-premiumprofil&mtm_source=Studycheck&mtm_medium=Premiumprofil&mtm_group=Onlineportale%20WS24%2F25&utm_source=StudyCheck&utm_campaign=StudyCheck&utm_medium=Premiumprofil-Hochschule,"How do we want to live together tomorrow?At the Dortmund University of Applied Sciences, we are looking for answers to these questions - highly specialized in eight departments and interdisciplinary in cross -departmental projects.Do you want to help shape the future?Then study at one of the ten largest universities for applied sciences in Germany. We offer about 70 bachelor and master's programs in the departments of architecture, design and computer science as well as the engineering, business and social sciences.Our focus is on a practice -oriented, application -related training as the foundation for your future career path.With personal support, a cosmopolitan focus and quality in teaching, we work on it together.We are closely networked with economic and science institutions in the region and also offer you international contacts with around 140 partner institutions in more than 50 countries.",State university,FH Dortmund Sonnenstraße 96 44139 Dortmund,+49 (0)231 9112-0,
University of Leipzig,https://static.studycheck.de/media/images/institute_logos/rectangle/uni-leipzig/uni-leipzig.jpg,,"The University of Leipzig was founded in 1409. In the course of it history, it has Developed a Broad Range of Subjects that EnCompass All Scientific Fields, with Particular Emphasis on the Humanities and Natural Sciences.Die 14 Faculties practice Promotionand habilitation right.The faculties and institutes have a number of central facilities on the side that are indispensable for teaching, studying and research.These include the university library, the university archive, the university data center, the Center for Media and Communication, the Language Center and the College of Studies in Saxony as well as the Center for University Sports.",State University,Uni Leipzig Ritterstraße 26 04109 Leipzig,,
Campus M21,https://static.studycheck.de/media/images/institute_logos/rectangle/cm21/cm21.jpg,,"The offer of Campus M21 expires.In the future, the courses will be offered in a new form from Campus M University: https://www.studycheck.de/hochschulen/cmUcampus M21 with its locations in Munich and Nuremberg offers a good 1,000 students from all over Germany in various courses in various coursesEducation.In real practice projects, the students apply promptly learned to the professional coach.Study groups in class size, practical learning with motivated lecturers, personal speech and clear structures, a modern campus in a top location.The international bachelor is a qualifying conclusion for the profession.After the bachelor's degree, graduates can do the master.The doctorate is also open to you.The students can pursue passion with passion with passion.",Private academy,Campus M21 Dachauer Straße 124 80637 München,,
University of Bayreuth,https://static.studycheck.de/media/images/institute_logos/rectangle/uni-bayreuth/uni-bayreuth.jpg,https://www.uni-bayreuth.de?utm_source=StudyCheck&utm_campaign=StudyCheck&utm_medium=Premiumprofil-Hochschule,"The University of Bayreuth is one of the youngest universities in Germany.Since its opening in 1975, it has developed into a university that has a dense network of international partnerships and research collaborations.Cultural and life sciences.In addition, the University of Bayreuth also offers part -time courses as an MBA. The university offers excellent conditions for studying and research that grow and thrive on a unique green campus.Here the paths are short and the forming networks are all the denser.Here they don't hit mass, but great.If you are interested in studying, you can choose your desired direction from 190 different courses.",State University,Uni Bayreuth Universitätsstraße 30 95447 Bayreuth,+49 (0)921 55-0,info@uni-bayreuth.de
Palucca University of Dance,https://static.studycheck.de/media/images/institute_logos/rectangle/palucca-dresden/palucca-dresden.jpg,,"The Palucca University is Located in the Dresden District of Strehlen, very close to the big garden.Since April 2007, The Main Building on Basteiplatz, Two Villas on Tiergartenstrasse 78 and 80 and a new building have formed the university's campus.It Houses A General Education School, Dance Halls, Boarding School, Library, Physiotherapy and Administration. The curriculum of the Palucca University of Dance builds on the three pillars of classic dance, contemporary/modern dance and improvisation.The aim is to find a common approach that dissolves the boundaries between these different techniques.The three pillars are further developed over the entire course of study, supported by a wide selection of additional subjects.By combining theory and practice, students are enabled to develop into independent, creative -thinking people who benefit from these techniques as a key to freedom.",State university,Palucca Hochschule für Tanz Basteiplatz 4 01277 Dresden,,
University of Communication and Design HfK+G,https://static.studycheck.de/media/images/institute_logos/rectangle/hfk-g/hfk-g.jpg,,"Studying without numerus clausus: A lot is possible at the state -recognized private university for communication and design!The courses of communication design, advertising and market communication and illustration are offered in dual and classic form.For graduates of the vocational college for graphic design, the HFK+G offers the perspective to get the Bachelor title in a shortened study within 2 years instead of 3 years.The creative smithy in south of Germany attaches great importance to practical relevance, creative networking and small groups.",Private university,Hochschule für Kommunikation und Gestaltung HfK+G Kölner Straße 38 70376 Stuttgart,,
Harz University of Applied Sciences,https://static.studycheck.de/media/images/institute_logos/rectangle/hs-harz/hs-harz.jpg,https://www.hs-harz.de/?utm_source=StudyCheck&utm_campaign=StudyCheck&utm_medium=Premiumprofil-Hochschule,"The Harz University of Applied Sciences, with its Two Locations in Wernigerode and Halberstadt, is located right in the Green Heart of Germany, Surrounded by Nature and Equiped with Plenty of History, Culture and Leisure Opportunities.Innovative Study Programs, A Modern Ambience and High-Quality Academic Training In The Fields of Automation and Computer Science, Administrative Sciences and Economics Attract Students from all over Germany to the Harz.Practical Projects and Intensive Language Training Are Ideal Preparation for Starting A Career and International Relations Bring A Cosmopolitan Flair to Student Life.Small Seminar Groups, Fixed Lecture Schedules and Committed Professors So Promote Effective Study Within The Standard Period of Study.Numerous Partners from Business, Science, Politics and Administration as Well as Close Regional Integration Offer the Opportunity to Shape a Successful Future Together through on Active Network.",,Hochschule Harz Friedrichstraße 57-59 38855 Wernigerode,+49 (0)3943 659-0,info@hs-harz.de
Bard College Berlin,https://static.studycheck.de/media/images/institute_logos/rectangle/ecla-bard/ecla-bard.jpg,,,,Bard College Berlin Platanenstrasse 24 13156 Berlin,,
Graduate School East Württemberg,https://static.studycheck.de/media/images/institute_logos/rectangle/gso/rectangle_gso.png,,"Graduate School Ostwürttemberg GmbH (GSO) was founded in 2010 with the aim of promoting vocational training in the East Württemberg region.In particular, the part -time range of courses to strengthen the region's leadership should be expanded.Although the Graduate School is locally anchored, the international orientation is also at the forefront. The partners of the GmbH include the Aalen University of Applied Sciences and the Baden-Württemberg University in Heidenheim as well as the clubs of friends and sponsors of the two universities.",Private academy,Graduate School Ostwürttemberg Beethovenstraße 1 73430 Aalen,,
Potsdam University of Applied Sciences,https://static.studycheck.de/media/images/institute_logos/rectangle/fh-potsdam/fh_potsdam.jpg,https://www.fh-potsdam.de?utm_source=StudyCheck&utm_campaign=StudyCheck&utm_medium=Premiumprofil-Hochschule,"Five Departments and More Than 30 Courses Of Study Pave Your Way Into The Future: As One of Around 3.600 Students, You Will Find A Personal Working Atmosphere, Clear Structures, Short Distances and Close Contact With Your Teachers - And All This In One Of TheMost Beautiful Cities in Germany, very close to Berlin.At the Potsdam University of Applied Sciences, you not only study in the lecture hall, but also in use in our workshops and laboratories and as part of a network of regional and international partners.Our spectrum includes information and engineering, cultural, social science and design courses.Students and teachers meet on our campus in a stimulating, obvious coexistence and work together on current topics of social relevance.",State university,Fachhochschule Potsdam Kiepenheuerallee 5 14469 Potsdam,+49 (0)331 580-00,info@fh-potsdam.de
HFM - University of Music Nuremberg,https://static.studycheck.de/media/images/institute_logos/rectangle/hfm-nuernberg/645ce57862b80_hfm-logo-021-web-rgb-v02.png,,"The University of Music Nuremberg was founded in 2008 as the most recent state music college in Germany.Prof. Rainer Kotzian has been President of the university since October 1, 2021, as well as the change of courses to the winter semester 2010/11 As part of the Bologna reform, young musicians have over 50 bachelor and more than 20 master's programs to choose from.include singing, piano, organ, guitar, accordion, classic saxophone and elementary music education among the courses on offer;In addition, there is a vital, well -based jazz department and a department for old music, which is located in the city's clubs, which is networked across Europe.",State university,HFM - Hochschule für Musik Nürnberg Veilhofstr. 34 90489 Nürnberg,,
Graduate Campus Aalen University,https://static.studycheck.de/media/images/institute_logos/rectangle/gc/gc_rectangle.png,,"We offer A Wide Range of Academic Continuing Education Courses in the Fields of Technology, Business and IT.This ranges from seminars to more extensive certificates courses and certificates of Advanced Studies to Part-Time Bachelor's and Master's Degree Courses for Professionals Who Want to Combine Study and Work.The Content of All Study Modules and Certificate Courses Can So Be Booked by Companies as In-House Training Courses.",,Graduate Campus Hochschule Aalen Südlicher Stadtgraben 11 73430 Aalen,,
"European Study Academy for Refrigeration, Air Conditioning and Ventilation",https://static.studycheck.de/media/images/institute_logos/rectangle/euro-studienaka/euro-studienaka.jpg,,"Since October 2004, The European Academy of Studies (ESAK) has been offering a dual degree course in the fields of refrigeration System Technology and Air Conditioning System Technology in Maintal Near Frankfurt.The Course at Esak is specifically Tailored to the Needs of the Refrigeration and Air Conditioning Industry.However, IT including essential elements from General Mechanical Engineering.In all study phases, emphasis is placed on training that is well-found in theory but still practice.The enttire course is designed so that theoretical and practice phasees alternate in 3-month blocks.",,Europäische Studienakademie Kälte-Klima-Lüftung Theo-Mack-Str. 3 63477 Maintal,,
EVHN - Evangelical University of Nuremberg,https://static.studycheck.de/media/images/institute_logos/rectangle/eh-nuernberg/evhn_Logo_rectangle.png,,"The Evhn Specializes in Courses in the Social, Educational and Health and Nursing Sectors.In view of the dynamic development, as a state recognized university of the Evangelical Lutheran Church in Bavaria, it Ensures that Young People are qualified for Their Future Tasks.the Evhn Students Should be ABLE to Meet the Challenges of their Future Careers with SpecialistKnowledge and the Necessary Imagination.The Evhn Wants to Encourage Them to Critistically Examine Their Professional Actions and to Reflect On Them Ethicalally On The Basic of Christian Values.",Church university,EVHN - Evangelische Hochschule Nürnberg Bärenschanzstraße 4 90429 Nürnberg,,
AdK Vienna,https://static.studycheck.de/media/images/institute_logos/rectangle/akademie-wien/adk-wien.png,,,State Academy,AdK Wien Schillerplatz 3 1010 Wien,,
Medical University of Innsbruck,https://static.studycheck.de/media/images/institute_logos/rectangle/med-uni-innsbruck/med-innsbruck.jpg,,,State University,Medizinische Universität Innsbruck Innrain 52 6020 Innsbruck,,
Hasso Plattner Institute,https://static.studycheck.de/media/images/institute_logos/rectangle/hpi/hpi.png,https://hpi.de/?utm_source=StudyCheck&utm_campaign=StudyCheck&utm_medium=Premiumprofil-Hochschule,"With its computer science courses, the digital engineering faculty of the Hasso Plattner Institute and the University of Potsdam offers a future-oriented range of courses that are currently used by around 500 students.With the ""IT-Systems Engineering"" bachelor's degree, the digital engineering faculty offers a particularly practical engineering studies.In the master's programs ""IT-Systems Engineering"", ""Digital Health"", ""Cybersecurity"" and ""Data Engineering"", their own research focuses can be set.The HPI always takes top positions for the CHE high school rankings.The students learn in small groups and are intensively looked after by their professors and lecturers.The HPI operates excellent university research, also in the HPI Research School with its branch offices in Cape Town, Haifa and Nanjing.The focus of HPI teaching and research is the basics and applications of large, highly complex and networked IT systems.",State Academy,Hasso-Plattner-Institut Prof.-Dr.-Helmert-Straße 2-3 14482 Potsdam,+49 (0)331 5509-0,hpi-info@hpi.de
University of Finance NRW,https://static.studycheck.de/media/images/institute_logos/rectangle/fhf-nordkirchen/fhf-nordkirchen.jpg,,"The University of Finance has existed since 1976 and emerged from the former state finance school.For more than 60 years, qualified young people have been trained for the financial management of the state of North Rhine-Westphalia.During this time, more than 31,000 young people completed dual training for the high -level service of the financial administration.Studying at the University of Finance takes a total of three years and ensures comprehensive training in all areas of tax law sciences and adjacent disciplines.The students complete the degree with the degree of a graduate financial economist.",State university,Hochschule für Finanzen NRW Schloßstraße 1 59394 Nordkirchen,,
Film Academy Baden-Württemberg,https://static.studycheck.de/media/images/institute_logos/rectangle/fabw/fabw_rectangle.jpg,https://www.filmakademie.de/?utm_source=StudyCheck&utm_campaign=StudyCheck&utm_medium=Premiumprofil-Hochschule,"The Filmakademie Baden-Württemberg offers training in the areas of animation, image design/camera, documentary, script, executive & line producing (ELP), film music, film tone/sound design, interactive media, journalistic film, assembly/cut, motion design, production, series, Scene picture, scenic film and advertising film.Around 350 lecturers teach at the film academy.There is a common campus with its own institute for animation, visual effects and digital post-production, the European further training program Atelier Ludwigsburg-Paris and the Academy for Performing Art of Baden-Württemberg.International networking is guaranteed by bilateral exchange and a large number of qualified programs with foreign partner universities.",State university,Filmakademie Baden-Württemberg Akademiehof 10 71638 Ludwigsburg,,
